region,point,lower,upper,mid_lower,mid_upper,central_lower,central_upper,metric,Expected change in daily cases
Almirante Tamandaré,9,3,16,7,11,7,9,New confirmed cases by infection date,Decreasing
Barra de São Francisco,9,0,29,0,9,1,4,New confirmed cases by infection date,Unsure
Barras,9,0,16,4,11,6,9,New confirmed cases by infection date,Decreasing
Cachoeira Alta,9,0,23,4,10,5,8,New confirmed cases by infection date,Unsure
Candeias,9,1,21,3,10,5,7,New confirmed cases by infection date,Likely decreasing
Capinzal,9,0,23,0,9,3,6,New confirmed cases by infection date,Likely decreasing
Carambeí,9,5,16,7,11,8,10,New confirmed cases by infection date,Increasing
Castilho,9,1,26,4,10,5,8,New confirmed cases by infection date,Likely increasing
Caçu,9,1,28,4,10,6,8,New confirmed cases by infection date,Increasing
Cerquilho,9,5,15,7,10,9,10,New confirmed cases by infection date,Likely increasing
Cocal do Sul,9,2,17,5,10,7,9,New confirmed cases by infection date,Likely increasing
Colinas,9,5,14,7,10,8,9,New confirmed cases by infection date,Likely decreasing
Conselheiro Lafaiete,9,2,22,5,10,6,8,New confirmed cases by infection date,Likely increasing
Crixás,9,4,17,6,11,6,8,New confirmed cases by infection date,Likely increasing
Dracena,9,4,15,6,10,7,8,New confirmed cases by infection date,Unsure
Espírito Santo do Pinhal,9,3,15,7,11,8,9,New confirmed cases by infection date,Unsure
Francisco Morato,9,5,14,7,10,8,9,New confirmed cases by infection date,Decreasing
Franco da Rocha,9,2,15,6,12,8,10,New confirmed cases by infection date,Decreasing
Iguaba Grande,9,0,27,4,11,6,8,New confirmed cases by infection date,Likely increasing
Itacajá,9,0,40,2,10,4,7,New confirmed cases by infection date,Unsure
Itambé,9,0,30,3,10,5,7,New confirmed cases by infection date,Likely increasing
Itapevi,9,1,19,5,12,7,9,New confirmed cases by infection date,Decreasing
Itororó,9,0,24,4,10,5,7,New confirmed cases by infection date,Unsure
Itupeva,9,1,17,5,11,6,8,New confirmed cases by infection date,Likely decreasing
Içara,9,0,19,5,12,7,10,New confirmed cases by infection date,Unsure
Jaíba,9,1,19,5,11,6,8,New confirmed cases by infection date,Increasing
João Monlevade,9,1,18,5,11,7,9,New confirmed cases by infection date,Unsure
Lapão,9,0,44,2,9,3,5,New confirmed cases by infection date,Likely increasing
Lençóis Paulista,9,2,18,5,11,8,10,New confirmed cases by infection date,Likely decreasing
Monte Alegre de Minas,9,2,19,5,11,7,10,New confirmed cases by infection date,Likely increasing
Nova Granada,9,4,18,6,11,8,10,New confirmed cases by infection date,Unsure
Nova Odessa,9,0,18,4,11,8,10,New confirmed cases by infection date,Unsure
Olinda,9,2,19,5,10,6,8,New confirmed cases by infection date,Likely decreasing
Palmeira dos Índios,9,0,21,4,12,7,10,New confirmed cases by infection date,Likely decreasing
Pontalina,9,0,55,1,10,3,5,New confirmed cases by infection date,Likely increasing
Portão,9,1,26,4,10,6,7,New confirmed cases by infection date,Likely increasing
Promissão,9,3,17,6,10,7,8,New confirmed cases by infection date,Likely decreasing
Sangão,9,0,32,0,9,0,3,New confirmed cases by infection date,Unsure
Santa Quitéria,9,4,19,5,10,8,9,New confirmed cases by infection date,Unsure
Santiago,9,3,17,6,10,7,8,New confirmed cases by infection date,Likely increasing
Severínia,9,0,36,2,11,4,7,New confirmed cases by infection date,Unsure
Simões Filho,9,3,15,6,11,7,9,New confirmed cases by infection date,Unsure
São João da Barra,9,0,22,4,10,5,8,New confirmed cases by infection date,Unsure
São Vicente Ferrer,9,0,346,0,9,0,1,New confirmed cases by infection date,Unsure
Tefé,9,5,13,7,10,8,9,New confirmed cases by infection date,Unsure
Ubatuba,9,3,17,7,11,8,9,New confirmed cases by infection date,Likely decreasing
Xapuri,9,2,17,6,11,6,8,New confirmed cases by infection date,Unsure
Abadia de Goiás,8,3,16,5,10,6,8,New confirmed cases by infection date,Unsure
Alta Floresta D'Oeste,8,3,14,6,9,6,8,New confirmed cases by infection date,Unsure
Amaturá,8,0,36,2,9,2,5,New confirmed cases by infection date,Likely increasing
Araguatins,8,0,18,4,9,6,7,New confirmed cases by infection date,Unsure
Açailândia,8,1,17,4,9,6,7,New confirmed cases by infection date,Unsure
Barro Alto,8,0,122,4,9,5,7,New confirmed cases by infection date,Increasing
Bela Vista de Goiás,8,1,15,5,9,6,7,New confirmed cases by infection date,Unsure
Buriticupu,8,0,31,1,9,1,4,New confirmed cases by infection date,Unsure
Casimiro de Abreu,8,0,34,2,9,4,6,New confirmed cases by infection date,Unsure
Catu,8,2,14,5,10,7,9,New confirmed cases by infection date,Likely decreasing
Charqueadas,8,1,15,5,10,6,8,New confirmed cases by infection date,Likely decreasing
Cosmópolis,8,2,13,5,10,7,9,New confirmed cases by infection date,Decreasing
Cubatão,8,4,14,6,9,7,8,New confirmed cases by infection date,Decreasing
Dias d'Ávila,8,1,15,4,10,8,10,New confirmed cases by infection date,Unsure
Dois Irmãos do Buriti,8,0,25,4,10,5,7,New confirmed cases by infection date,Unsure
Estrela,8,2,15,6,10,7,8,New confirmed cases by infection date,Unsure
Eunápolis,8,4,14,6,9,7,8,New confirmed cases by infection date,Decreasing
Formoso do Araguaia,8,0,22,3,10,5,7,New confirmed cases by infection date,Unsure
Gaspar,8,0,22,0,8,4,7,New confirmed cases by infection date,Decreasing
Guaporé,8,4,13,6,9,7,8,New confirmed cases by infection date,Unsure
Guaratuba,8,1,18,4,10,5,7,New confirmed cases by infection date,Unsure
Guará,8,1,22,3,9,4,6,New confirmed cases by infection date,Unsure
Ibatiba,8,0,24,1,8,2,5,New confirmed cases by infection date,Unsure
Ibitinga,8,5,13,7,10,7,8,New confirmed cases by infection date,Decreasing
Itapemirim,8,0,19,3,11,5,7,New confirmed cases by infection date,Unsure
Itaú de Minas,8,1,16,4,9,6,8,New confirmed cases by infection date,Likely increasing
Ivoti,8,1,17,5,10,6,8,New confirmed cases by infection date,Likely increasing
Jaguaribe,8,2,16,5,9,6,8,New confirmed cases by infection date,Unsure
Jardinópolis,8,4,13,6,9,8,9,New confirmed cases by infection date,Unsure
José Bonifácio,8,1,14,5,10,6,8,New confirmed cases by infection date,Likely decreasing
José de Freitas,8,0,15,5,9,6,7,New confirmed cases by infection date,Unsure
Juazeiro do Norte,8,4,14,6,9,7,9,New confirmed cases by infection date,Decreasing
Juruti,8,0,24,3,9,4,6,New confirmed cases by infection date,Likely decreasing
Mauá da Serra,8,0,33,2,9,5,8,New confirmed cases by infection date,Likely increasing
Medianeira,8,2,15,5,9,6,7,New confirmed cases by infection date,Unsure
Mesquita,8,0,17,5,10,6,8,New confirmed cases by infection date,Unsure
Monte Mor,8,1,14,6,11,8,10,New confirmed cases by infection date,Likely decreasing
Natividade,8,0,59,0,8,2,5,New confirmed cases by infection date,Likely increasing
Nova Santa Rita,8,2,21,5,9,6,7,New confirmed cases by infection date,Unsure
Palestina do Pará,8,0,78,0,8,0,3,New confirmed cases by infection date,Likely increasing
Pau Brasil,8,0,22,3,8,5,7,New confirmed cases by infection date,Likely increasing
Pedro II,8,3,14,5,8,6,8,New confirmed cases by infection date,Likely increasing
Pedro Leopoldo,8,0,24,3,9,5,7,New confirmed cases by infection date,Unsure
Penápolis,8,2,14,5,9,7,8,New confirmed cases by infection date,Likely decreasing
Piracanjuba,8,1,15,5,10,6,8,New confirmed cases by infection date,Unsure
Porteirinha,8,0,17,3,9,6,8,New confirmed cases by infection date,Likely increasing
Quixelô,8,4,13,6,9,7,8,New confirmed cases by infection date,Unsure
Rancharia,8,1,15,6,11,8,9,New confirmed cases by infection date,Likely decreasing
Riachão,8,1,16,4,10,6,8,New confirmed cases by infection date,Unsure
Rio do Sul,8,1,19,4,11,5,8,New confirmed cases by infection date,Likely decreasing
Sabará,8,0,19,3,10,6,9,New confirmed cases by infection date,Unsure
Santa Rita,8,0,19,2,9,5,8,New confirmed cases by infection date,Decreasing
Santana do Paraíso,8,2,16,5,9,7,8,New confirmed cases by infection date,Likely decreasing
Santo Antônio de Posse,8,2,17,5,9,6,8,New confirmed cases by infection date,Unsure
Sapucaia,8,2,18,4,9,5,7,New confirmed cases by infection date,Unsure
Seabra,8,3,15,5,9,6,7,New confirmed cases by infection date,Likely increasing
São Félix,8,1,18,4,9,5,6,New confirmed cases by infection date,Likely increasing
São Lourenço do Sul,8,3,15,5,9,6,7,New confirmed cases by infection date,Increasing
Tabira,8,0,24,3,9,5,7,New confirmed cases by infection date,Likely increasing
Tunápolis,8,3,14,5,9,6,8,New confirmed cases by infection date,Likely increasing
Visconde do Rio Branco,8,0,19,5,10,6,8,New confirmed cases by infection date,Unsure
Abaetetuba,7,0,21,1,8,4,6,New confirmed cases by infection date,Likely decreasing
Américo Brasiliense,7,3,12,5,8,7,8,New confirmed cases by infection date,Likely increasing
Aquidauana,7,0,43,0,7,0,1,New confirmed cases by infection date,Likely decreasing
Aragoiânia,7,1,18,4,8,4,5,New confirmed cases by infection date,Likely increasing
Arujá,7,3,11,6,8,6,7,New confirmed cases by infection date,Likely decreasing
Babaçulândia,7,2,16,4,8,5,7,New confirmed cases by infection date,Likely increasing
Baixa Grande do Ribeiro,7,1,13,4,8,5,6,New confirmed cases by infection date,Likely decreasing
Banzaê,7,0,29,2,7,4,6,New confirmed cases by infection date,Unsure
Barreirinha,7,2,16,4,8,4,6,New confirmed cases by infection date,Likely increasing
Barrinha,7,1,15,3,7,5,6,New confirmed cases by infection date,Unsure
Barão de Cocais,7,1,16,4,9,6,7,New confirmed cases by infection date,Likely increasing
Buíque,7,0,15,3,8,4,6,New confirmed cases by infection date,Unsure
Cabo Frio,7,2,15,4,9,5,7,New confirmed cases by infection date,Likely decreasing
Cabo de Santo Agostinho,7,3,13,5,9,6,7,New confirmed cases by infection date,Unsure
Camacan,7,0,13,3,9,5,7,New confirmed cases by infection date,Likely decreasing
Campina Grande do Sul,7,1,12,5,9,5,7,New confirmed cases by infection date,Likely decreasing
Campo Magro,7,2,13,4,7,5,6,New confirmed cases by infection date,Unsure
Campos Novos,7,0,20,0,7,1,4,New confirmed cases by infection date,Likely decreasing
Canela,7,1,14,5,10,6,8,New confirmed cases by infection date,Likely decreasing
Canoinhas,7,1,15,4,9,4,6,New confirmed cases by infection date,Likely increasing
Cantá,7,3,13,5,8,5,7,New confirmed cases by infection date,Unsure
Capim Grosso,7,0,13,4,9,7,8,New confirmed cases by infection date,Likely decreasing
Casca,7,1,15,4,9,6,7,New confirmed cases by infection date,Likely increasing
Caçapava,7,3,12,6,8,6,7,New confirmed cases by infection date,Decreasing
Chupinguaia,7,0,26,0,7,2,5,New confirmed cases by infection date,Unsure
Conceição de Macabu,7,0,24,3,8,5,7,New confirmed cases by infection date,Unsure
Cristalina,7,0,24,2,9,3,5,New confirmed cases by infection date,Unsure
Cícero Dantas,7,0,18,3,9,4,6,New confirmed cases by infection date,Unsure
Dumont,7,2,14,4,8,6,7,New confirmed cases by infection date,Unsure
Elias Fausto,7,0,19,3,8,5,6,New confirmed cases by infection date,Unsure
Fortuna,7,1,13,4,8,5,6,New confirmed cases by infection date,Unsure
Fraiburgo,7,0,17,3,9,5,7,New confirmed cases by infection date,Unsure
Guarabira,7,2,12,5,8,6,7,New confirmed cases by infection date,Decreasing
Ipixuna,7,2,16,4,8,5,7,New confirmed cases by infection date,Decreasing
Itanhaém,7,4,11,5,8,6,7,New confirmed cases by infection date,Decreasing
Itapecerica da Serra,7,4,10,5,8,6,7,New confirmed cases by infection date,Decreasing
Ituverava,7,1,24,2,7,4,5,New confirmed cases by infection date,Likely increasing
Jaboticabal,7,4,12,6,8,6,7,New confirmed cases by infection date,Unsure
Mangaratiba,7,0,17,3,9,5,7,New confirmed cases by infection date,Unsure
Maracás,7,2,14,5,8,7,8,New confirmed cases by infection date,Unsure
Marau,7,3,13,4,8,5,7,New confirmed cases by infection date,Likely decreasing
Mauriti,7,2,12,5,8,6,7,New confirmed cases by infection date,Likely decreasing
Mazagão,7,0,26,2,8,3,5,New confirmed cases by infection date,Unsure
Monteiro,7,0,15,4,8,5,7,New confirmed cases by infection date,Unsure
Mucuri,7,0,12,4,8,5,7,New confirmed cases by infection date,Unsure
Nilópolis,7,2,14,5,9,7,8,New confirmed cases by infection date,Unsure
Nova Andradina,7,0,16,4,9,4,6,New confirmed cases by infection date,Unsure
Nova Viçosa,7,0,17,2,8,4,6,New confirmed cases by infection date,Unsure
Oeiras,7,3,11,6,8,6,7,New confirmed cases by infection date,Likely decreasing
Paraty,7,0,21,2,8,4,6,New confirmed cases by infection date,Unsure
Pará de Minas,7,2,15,5,8,5,6,New confirmed cases by infection date,Unsure
Pastos Bons,7,0,23,2,8,4,6,New confirmed cases by infection date,Unsure
Pedreira,7,1,14,4,8,6,7,New confirmed cases by infection date,Unsure
Potim,7,0,58,0,7,0,2,New confirmed cases by infection date,Unsure
Queimados,7,0,15,3,8,6,8,New confirmed cases by infection date,Unsure
Registro,7,1,12,5,10,7,9,New confirmed cases by infection date,Likely decreasing
Resplendor,7,0,17,3,9,4,6,New confirmed cases by infection date,Unsure
Retirolândia,7,0,25,3,9,4,5,New confirmed cases by infection date,Unsure
Riachão do Jacuípe,7,0,25,1,8,3,5,New confirmed cases by infection date,Unsure
Rio Claro,7,4,11,5,8,5,6,New confirmed cases by infection date,Decreasing
Rorainópolis,7,1,12,5,9,7,8,New confirmed cases by infection date,Likely decreasing
Russas,7,3,12,5,8,6,7,New confirmed cases by infection date,Decreasing
Santa Cruz do Piauí,7,0,17,4,9,5,7,New confirmed cases by infection date,Unsure
Santa Maria de Jetibá,7,1,13,4,8,5,7,New confirmed cases by infection date,Unsure
Santana do Ipanema,7,1,13,5,9,6,7,New confirmed cases by infection date,Likely decreasing
Seara,7,0,37,2,8,2,4,New confirmed cases by infection date,Likely increasing
Serafina Corrêa,7,2,15,5,9,6,7,New confirmed cases by infection date,Unsure
São José de Piranhas,7,0,54,1,8,3,5,New confirmed cases by infection date,Increasing
São Luís Gonzaga do Maranhão,7,0,18,3,9,4,7,New confirmed cases by infection date,Likely increasing
São Raimundo das Mangabeiras,7,0,17,2,8,3,5,New confirmed cases by infection date,Likely decreasing
São Roque,7,2,14,5,8,6,7,New confirmed cases by infection date,Unsure
Tabuleiro do Norte,7,0,15,4,9,6,7,New confirmed cases by infection date,Unsure
Torres,7,1,11,5,9,6,7,New confirmed cases by infection date,Likely decreasing
Tramandaí,7,2,13,5,8,5,6,New confirmed cases by infection date,Unsure
Triunfo,7,0,37,0,7,0,2,New confirmed cases by infection date,Unsure
Tupaciguara,7,0,18,3,8,3,5,New confirmed cases by infection date,Unsure
Urbano Santos,7,0,22,0,7,2,5,New confirmed cases by infection date,Unsure
Vargem Grande Paulista,7,3,12,5,8,6,7,New confirmed cases by infection date,Likely increasing
Veranópolis,7,0,14,2,8,3,6,New confirmed cases by infection date,Unsure
Vinhedo,7,0,14,3,9,5,7,New confirmed cases by infection date,Decreasing
Alenquer,6,0,21,0,6,0,2,New confirmed cases by infection date,Likely decreasing
Além Paraíba,6,2,10,3,6,4,6,New confirmed cases by infection date,Likely increasing
Anicuns,6,2,10,4,7,5,6,New confirmed cases by infection date,Unsure
Antonina,6,0,15,3,6,4,5,New confirmed cases by infection date,Unsure
Aracati,6,0,12,3,7,4,5,New confirmed cases by infection date,Likely decreasing
Avaré,6,2,13,5,7,5,6,New confirmed cases by infection date,Unsure
Barcelos,6,0,14,3,7,4,5,New confirmed cases by infection date,Unsure
Belo Jardim,6,0,12,3,8,4,6,New confirmed cases by infection date,Likely decreasing
Bezerros,6,2,10,5,8,6,7,New confirmed cases by infection date,Likely decreasing
Bocaiúva,6,0,20,2,6,3,4,New confirmed cases by infection date,Likely increasing
Bom Despacho,6,2,11,4,7,4,5,New confirmed cases by infection date,Unsure
Bom Jesus dos Perdões,6,2,12,4,7,5,6,New confirmed cases by infection date,Likely increasing
Bálsamo,6,3,10,5,8,6,6,New confirmed cases by infection date,Unsure
Cabedelo,6,0,54,0,6,0,1,New confirmed cases by infection date,Likely decreasing
Camaragibe,6,2,11,5,8,6,7,New confirmed cases by infection date,Likely decreasing
Campo Limpo Paulista,6,0,13,3,8,5,7,New confirmed cases by infection date,Likely decreasing
Carangola,6,1,12,3,6,4,5,New confirmed cases by infection date,Unsure
Ceres,6,2,13,4,7,5,6,New confirmed cases by infection date,Unsure
Chapadinha,6,0,14,3,7,3,5,New confirmed cases by infection date,Unsure
Cocalzinho de Goiás,6,0,14,3,7,3,5,New confirmed cases by infection date,Unsure
Coruripe,6,3,10,5,7,5,6,New confirmed cases by infection date,Unsure
Esperança,6,4,10,5,7,6,7,New confirmed cases by infection date,Increasing
Goianápolis,6,1,12,3,7,5,6,New confirmed cases by infection date,Unsure
Gravatal,6,0,21,1,7,3,5,New confirmed cases by infection date,Unsure
Guapiaçu,6,0,11,3,7,4,6,New confirmed cases by infection date,Decreasing
Guarapuava,6,2,10,4,7,5,6,New confirmed cases by infection date,Unsure
Guaxupé,6,1,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Ilhabela,6,0,20,0,6,0,2,New confirmed cases by infection date,Likely decreasing
Inhambupe,6,0,19,3,7,3,5,New confirmed cases by infection date,Likely increasing
Itapeva,6,0,17,3,7,4,5,New confirmed cases by infection date,Unsure
Itapuranga,6,2,11,4,6,5,6,New confirmed cases by infection date,Unsure
Itueta,6,0,19,3,7,4,5,New confirmed cases by infection date,Unsure
Jaguaruna,6,0,15,2,7,4,6,New confirmed cases by infection date,Unsure
Janaúba,6,2,13,4,7,4,5,New confirmed cases by infection date,Unsure
Ladário,6,0,11,4,8,6,7,New confirmed cases by infection date,Unsure
Lagoa da Confusão,6,0,16,2,7,4,5,New confirmed cases by infection date,Unsure
Macatuba,6,1,14,4,8,4,5,New confirmed cases by infection date,Unsure
Marechal Deodoro,6,0,11,3,7,5,6,New confirmed cases by infection date,Likely decreasing
Marialva,6,0,15,3,7,5,6,New confirmed cases by infection date,Likely increasing
Marituba,6,0,17,2,7,3,5,New confirmed cases by infection date,Unsure
Matões,6,0,32,1,6,2,3,New confirmed cases by infection date,Likely increasing
Miracema do Tocantins,6,1,14,3,7,4,6,New confirmed cases by infection date,Unsure
Nanuque,6,0,14,2,8,2,5,New confirmed cases by infection date,Likely decreasing
Naviraí,6,2,10,5,7,6,7,New confirmed cases by infection date,Likely decreasing
Nazaré,6,3,9,5,7,5,6,New confirmed cases by infection date,Unsure
Nhamundá,6,1,13,3,7,5,6,New confirmed cases by infection date,Unsure
Nova Venécia,6,1,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Palmital,6,1,13,4,6,4,5,New confirmed cases by infection date,Likely increasing
Parnarama,6,0,12,3,7,4,6,New confirmed cases by infection date,Unsure
Paulista,6,1,10,4,7,5,7,New confirmed cases by infection date,Likely decreasing
Pedro Afonso,6,0,12,4,7,5,7,New confirmed cases by infection date,Unsure
Petrolândia,6,0,16,2,7,3,5,New confirmed cases by infection date,Unsure
Pires do Rio,6,3,12,5,7,6,7,New confirmed cases by infection date,Unsure
Porto Ferreira,6,2,12,4,7,5,6,New confirmed cases by infection date,Decreasing
Prainha,6,1,13,3,7,3,5,New confirmed cases by infection date,Unsure
Presidente Figueiredo,6,2,13,4,7,5,6,New confirmed cases by infection date,Unsure
Quixadá,6,1,13,3,7,4,6,New confirmed cases by infection date,Decreasing
Reriutaba,6,0,21,2,8,5,7,New confirmed cases by infection date,Unsure
Rialma,6,2,12,4,7,4,5,New confirmed cases by infection date,Unsure
Rio Bonito,6,0,20,1,6,2,4,New confirmed cases by infection date,Likely decreasing
Santa Cruz do Rio Pardo,6,0,10,4,7,5,6,New confirmed cases by infection date,Unsure
Santa Fé do Sul,6,2,11,5,8,6,7,New confirmed cases by infection date,Likely decreasing
Santo Antônio do Descoberto,6,0,12,4,8,4,5,New confirmed cases by infection date,Likely decreasing
Senhor do Bonfim,6,0,11,3,7,5,6,New confirmed cases by infection date,Unsure
Serrinha,6,1,11,4,6,5,6,New confirmed cases by infection date,Likely decreasing
Silves,6,0,20,2,7,3,5,New confirmed cases by infection date,Likely increasing
São Domingos,6,0,17,2,7,3,4,New confirmed cases by infection date,Likely increasing
São Domingos do Araguaia,6,0,15,3,7,4,5,New confirmed cases by infection date,Unsure
São Francisco do Sul,6,0,11,3,7,4,5,New confirmed cases by infection date,Likely decreasing
São Félix do Xingu,6,1,13,3,7,4,6,New confirmed cases by infection date,Likely decreasing
São Gabriel,6,0,12,4,8,5,6,New confirmed cases by infection date,Likely decreasing
São João Batista,6,0,11,3,8,3,5,New confirmed cases by infection date,Likely decreasing
São Miguel do Oeste,6,0,15,3,8,5,6,New confirmed cases by infection date,Unsure
São Pedro da Aldeia,6,0,11,3,7,5,6,New confirmed cases by infection date,Likely decreasing
São Sebastião do Caí,6,1,15,3,6,4,5,New confirmed cases by infection date,Unsure
Tartarugalzinho,6,0,22,0,6,2,5,New confirmed cases by infection date,Likely decreasing
Tucuruí,6,1,10,4,7,5,6,New confirmed cases by infection date,Unsure
Vacaria,6,0,14,2,7,5,6,New confirmed cases by infection date,Unsure
Varjota,6,0,14,3,8,4,6,New confirmed cases by infection date,Unsure
Viçosa do Ceará,6,0,12,3,8,5,6,New confirmed cases by infection date,Decreasing
Várzea Paulista,6,1,12,4,8,5,7,New confirmed cases by infection date,Likely decreasing
Águas Belas,6,0,13,2,7,4,5,New confirmed cases by infection date,Unsure
Afonso Cláudio,5,0,10,4,7,4,5,New confirmed cases by infection date,Unsure
Afuá,5,0,11,1,5,3,4,New confirmed cases by infection date,Likely decreasing
Agudos,5,2,9,4,6,5,6,New confirmed cases by infection date,Unsure
Alto Alegre,5,0,11,3,6,3,5,New confirmed cases by infection date,Unsure
Anapu,5,0,15,2,6,3,4,New confirmed cases by infection date,Unsure
Anastácio,5,2,10,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Andradas,5,2,10,3,6,5,6,New confirmed cases by infection date,Likely increasing
Atalaia do Norte,5,0,15,2,6,2,4,New confirmed cases by infection date,Unsure
Barcarena,5,0,34,0,5,0,1,New confirmed cases by infection date,Likely decreasing
Barra Velha,5,0,12,2,6,3,5,New confirmed cases by infection date,Likely decreasing
Barra do Piraí,5,2,10,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Bom Princípio,5,1,11,2,6,2,4,New confirmed cases by infection date,Likely increasing
Caatiba,5,0,15,2,5,2,3,New confirmed cases by infection date,Likely increasing
Cachoeira do Sul,5,2,9,3,5,4,5,New confirmed cases by infection date,Unsure
Caeté,5,1,13,3,6,4,5,New confirmed cases by infection date,Likely increasing
Caetés,5,2,9,3,6,4,5,New confirmed cases by infection date,Unsure
Campo Maior,5,2,9,4,6,4,5,New confirmed cases by infection date,Decreasing
Campo Mourão,5,2,10,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Campos do Jordão,5,1,7,3,5,4,5,New confirmed cases by infection date,Likely decreasing
Castelo,5,1,9,4,6,4,5,New confirmed cases by infection date,Decreasing
Cedro,5,1,8,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Conselheiro Pena,5,1,9,3,6,3,4,New confirmed cases by infection date,Likely increasing
Correntina,5,1,11,3,6,4,5,New confirmed cases by infection date,Unsure
Curvelo,5,0,14,2,6,3,4,New confirmed cases by infection date,Unsure
Delta,5,0,17,2,6,3,5,New confirmed cases by infection date,Unsure
Descalvado,5,0,11,3,6,3,4,New confirmed cases by infection date,Unsure
Engenheiro Coelho,5,1,8,3,6,4,4,New confirmed cases by infection date,Likely decreasing
Estrela d'Oeste,5,1,10,3,5,4,4,New confirmed cases by infection date,Unsure
Farias Brito,5,0,11,1,5,2,4,New confirmed cases by infection date,Likely decreasing
Formiga,5,0,11,3,6,3,5,New confirmed cases by infection date,Unsure
Formosa da Serra Negra,5,0,11,2,6,3,5,New confirmed cases by infection date,Likely decreasing
Forquilhinha,5,0,10,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Garibaldi,5,1,10,3,7,4,5,New confirmed cases by infection date,Unsure
Guariba,5,1,10,3,6,3,5,New confirmed cases by infection date,Likely decreasing
Herval d'Oeste,5,1,11,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Igarapava,5,1,10,4,6,4,5,New confirmed cases by infection date,Unsure
Ipuã,5,0,9,3,6,4,5,New confirmed cases by infection date,Unsure
Iracemápolis,5,2,9,3,5,4,4,New confirmed cases by infection date,Decreasing
Itamaraju,5,1,8,3,6,4,5,New confirmed cases by infection date,Decreasing
Itamonte,5,1,11,3,6,4,5,New confirmed cases by infection date,Likely increasing
Itapitanga,5,1,10,3,5,4,5,New confirmed cases by infection date,Unsure
Iturama,5,0,12,2,7,2,4,New confirmed cases by infection date,Likely decreasing
Jacarezinho,5,0,12,3,6,3,5,New confirmed cases by infection date,Likely increasing
Jandira,5,3,8,4,6,5,5,New confirmed cases by infection date,Decreasing
Jaru,5,0,12,1,5,3,5,New confirmed cases by infection date,Likely decreasing
Jataizinho,5,1,11,3,6,3,4,New confirmed cases by infection date,Unsure
Jenipapo dos Vieiras,5,0,20,0,5,1,2,New confirmed cases by infection date,Likely decreasing
Joaquim Gomes,5,0,10,3,5,4,4,New confirmed cases by infection date,Unsure
Juquitiba,5,0,33,0,5,3,5,New confirmed cases by infection date,Unsure
Lagarto,5,1,10,3,6,3,4,New confirmed cases by infection date,Decreasing
Lagoa da Prata,5,1,11,3,7,4,5,New confirmed cases by infection date,Unsure
Lábrea,5,3,8,4,6,4,5,New confirmed cases by infection date,Decreasing
Mamanguape,5,2,10,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Miguelópolis,5,0,17,2,6,3,5,New confirmed cases by infection date,Unsure
Milagres,5,2,9,3,5,4,4,New confirmed cases by infection date,Unsure
Mogeiro,5,1,11,3,6,4,5,New confirmed cases by infection date,Likely increasing
Monte Alegre,5,0,15,2,6,3,4,New confirmed cases by infection date,Unsure
Nova Olinda do Norte,5,0,9,3,5,3,4,New confirmed cases by infection date,Unsure
Nova Petrópolis,5,0,17,2,6,3,4,New confirmed cases by infection date,Unsure
Oiapoque,5,1,10,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Otacílio Costa,5,0,11,3,7,5,6,New confirmed cases by infection date,Unsure
Ourilândia do Norte,5,2,9,4,6,4,5,New confirmed cases by infection date,Decreasing
Palmeiras do Tocantins,5,0,13,2,6,3,4,New confirmed cases by infection date,Likely increasing
Paraí,5,0,14,2,7,3,4,New confirmed cases by infection date,Unsure
Pariquera-Açu,5,1,11,3,6,4,5,New confirmed cases by infection date,Unsure
Pato Branco,5,2,8,3,5,4,5,New confirmed cases by infection date,Decreasing
Pedra Branca do Amapari,5,1,8,4,6,4,5,New confirmed cases by infection date,Unsure
Perdizes,5,0,14,2,6,3,4,New confirmed cases by infection date,Unsure
Peruíbe,5,0,9,3,6,4,6,New confirmed cases by infection date,Decreasing
Pesqueira,5,2,10,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Picuí,5,0,17,2,6,2,3,New confirmed cases by infection date,Likely increasing
Piedade,5,1,8,4,6,5,5,New confirmed cases by infection date,Unsure
Pindorama,5,1,8,3,6,4,4,New confirmed cases by infection date,Unsure
Pires Ferreira,5,0,11,4,7,4,5,New confirmed cases by infection date,Unsure
Planalto,5,0,30,0,5,0,1,New confirmed cases by infection date,Unsure
Pomerode,5,0,11,3,6,3,4,New confirmed cases by infection date,Likely decreasing
Portel,5,0,17,0,5,3,4,New confirmed cases by infection date,Unsure
Porto Belo,5,0,10,2,6,3,5,New confirmed cases by infection date,Likely decreasing
Porto Feliz,5,2,10,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Poções,5,1,7,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Ribeira do Pombal,5,1,9,3,6,5,6,New confirmed cases by infection date,Likely decreasing
Rio Branco do Sul,5,2,10,4,6,4,5,New confirmed cases by infection date,Likely decreasing
