region,point,lower,upper,mid_lower,mid_upper,central_lower,central_upper,metric,Expected change in daily cases
Conselheiro Lafaiete,9,4,16,7,11,8,9,New confirmed cases by infection date,Likely increasing
Cubatão,9,4,14,7,10,8,9,New confirmed cases by infection date,Decreasing
Cândido Sales,9,3,15,6,10,7,8,New confirmed cases by infection date,Likely increasing
Espumoso,9,0,23,4,11,6,9,New confirmed cases by infection date,Likely increasing
Ibiapina,9,0,19,5,11,5,8,New confirmed cases by infection date,Unsure
Inhambupe,9,1,21,4,10,6,8,New confirmed cases by infection date,Likely increasing
Itaberaí,9,1,19,5,11,8,10,New confirmed cases by infection date,Unsure
Itamaraju,9,0,19,4,12,6,9,New confirmed cases by infection date,Likely decreasing
Itapemirim,9,0,20,4,12,6,9,New confirmed cases by infection date,Unsure
Itapevi,9,0,18,5,11,7,9,New confirmed cases by infection date,Likely decreasing
Itaquaquecetuba,9,4,15,6,10,7,8,New confirmed cases by infection date,Decreasing
Itororó,9,0,21,4,10,6,8,New confirmed cases by infection date,Unsure
Itupeva,9,2,16,7,11,8,9,New confirmed cases by infection date,Likely decreasing
Ituverava,9,0,38,3,9,5,7,New confirmed cases by infection date,Likely increasing
Ivoti,9,2,19,5,10,6,8,New confirmed cases by infection date,Likely increasing
Jacobina,9,3,18,6,11,8,10,New confirmed cases by infection date,Unsure
Jaguariúna,9,1,16,6,11,8,9,New confirmed cases by infection date,Unsure
Jandira,9,1,14,7,12,10,12,New confirmed cases by infection date,Likely decreasing
Japeri,9,0,81,1,10,2,5,New confirmed cases by infection date,Likely increasing
Marataízes,9,2,16,5,10,6,8,New confirmed cases by infection date,Unsure
Marau,9,0,19,4,11,6,8,New confirmed cases by infection date,Unsure
Marituba,9,0,23,3,11,6,9,New confirmed cases by infection date,Unsure
Montenegro,9,2,19,6,11,7,9,New confirmed cases by infection date,Unsure
Natividade,9,0,46,1,10,3,6,New confirmed cases by infection date,Unsure
Nova Mamoré,9,0,23,4,11,6,8,New confirmed cases by infection date,Unsure
Penápolis,9,4,15,7,11,8,9,New confirmed cases by infection date,Unsure
Pires Ferreira,9,2,16,6,11,6,7,New confirmed cases by infection date,Likely increasing
Portão,9,1,29,4,10,5,7,New confirmed cases by infection date,Likely increasing
Promissão,9,0,95,0,9,0,2,New confirmed cases by infection date,Unsure
Quixadá,9,4,15,7,10,7,9,New confirmed cases by infection date,Decreasing
Santa Vitória,9,0,34,2,9,5,8,New confirmed cases by infection date,Likely increasing
Santo Antônio da Patrulha,9,0,26,4,10,4,6,New confirmed cases by infection date,Likely increasing
Seabra,9,3,17,5,10,7,8,New confirmed cases by infection date,Likely increasing
São Desidério,9,2,18,5,10,6,8,New confirmed cases by infection date,Unsure
São Francisco do Sul,9,0,18,6,12,7,10,New confirmed cases by infection date,Unsure
São João da Barra,9,0,23,5,11,7,9,New confirmed cases by infection date,Unsure
São Vicente Ferrer,9,0,346,0,9,0,1,New confirmed cases by infection date,Unsure
Vinhedo,9,0,22,3,11,6,9,New confirmed cases by infection date,Likely decreasing
Abelardo Luz,8,0,20,3,9,4,6,New confirmed cases by infection date,Likely increasing
Amarante do Maranhão,8,0,20,5,10,6,7,New confirmed cases by infection date,Unsure
Amélia Rodrigues,8,1,18,4,9,4,6,New confirmed cases by infection date,Likely increasing
Artur Nogueira,8,1,20,3,9,3,6,New confirmed cases by infection date,Unsure
Barras,8,0,17,2,10,6,9,New confirmed cases by infection date,Decreasing
Barrinha,8,4,19,5,9,6,7,New confirmed cases by infection date,Unsure
Cachoeira do Sul,8,2,15,5,9,6,7,New confirmed cases by infection date,Likely increasing
Caracaraí,8,0,16,5,11,5,7,New confirmed cases by infection date,Likely decreasing
Catu,8,1,13,5,10,7,9,New confirmed cases by infection date,Likely decreasing
Charqueadas,8,2,15,5,10,6,8,New confirmed cases by infection date,Unsure
Colatina,8,2,14,5,9,7,9,New confirmed cases by infection date,Decreasing
Demerval Lobão,8,3,13,6,9,7,8,New confirmed cases by infection date,Likely increasing
Dias d'Ávila,8,4,14,6,9,7,8,New confirmed cases by infection date,Likely decreasing
Formoso do Araguaia,8,0,19,3,9,6,8,New confirmed cases by infection date,Likely decreasing
Francisco Morato,8,4,12,6,8,7,8,New confirmed cases by infection date,Decreasing
Franco da Rocha,8,2,14,4,9,7,8,New confirmed cases by infection date,Decreasing
Goianápolis,8,0,29,2,9,3,5,New confirmed cases by infection date,Unsure
Grajaú,8,3,14,6,10,8,9,New confirmed cases by infection date,Decreasing
Guaratuba,8,1,18,4,10,5,7,New confirmed cases by infection date,Unsure
Guará,8,3,14,5,9,7,8,New confirmed cases by infection date,Unsure
Ibatiba,8,0,24,1,8,2,5,New confirmed cases by infection date,Unsure
Ibititá,8,0,60,1,10,2,4,New confirmed cases by infection date,Likely increasing
Ivaiporã,8,1,22,5,10,5,7,New confirmed cases by infection date,Unsure
Jacarezinho,8,0,47,0,9,0,3,New confirmed cases by infection date,Unsure
Jaru,8,0,16,3,10,7,10,New confirmed cases by infection date,Likely decreasing
Juazeiro do Norte,8,4,14,7,10,7,8,New confirmed cases by infection date,Decreasing
Macatuba,8,2,13,5,9,7,8,New confirmed cases by infection date,Likely increasing
Mandaguari,8,2,14,5,9,6,7,New confirmed cases by infection date,Increasing
Mangaratiba,8,0,22,4,10,5,7,New confirmed cases by infection date,Unsure
Mesquita,8,0,17,5,10,6,8,New confirmed cases by infection date,Unsure
Mogeiro,8,0,16,5,10,6,8,New confirmed cases by infection date,Likely increasing
Monteiro,8,2,17,5,9,6,8,New confirmed cases by infection date,Unsure
Nova Granada,8,2,12,6,9,7,8,New confirmed cases by infection date,Unsure
Nova Odessa,8,4,12,6,9,8,9,New confirmed cases by infection date,Likely decreasing
Pacaraima,8,3,16,5,9,6,7,New confirmed cases by infection date,Unsure
Paiçandu,8,0,17,5,10,7,8,New confirmed cases by infection date,Unsure
Penha,8,0,18,4,10,6,8,New confirmed cases by infection date,Unsure
Portel,8,0,27,3,9,4,7,New confirmed cases by infection date,Unsure
Potim,8,0,31,0,8,0,2,New confirmed cases by infection date,Unsure
Queimados,8,0,18,4,9,5,7,New confirmed cases by infection date,Unsure
Quixelô,8,4,13,6,9,7,8,New confirmed cases by infection date,Unsure
Rancharia,8,1,14,6,10,8,9,New confirmed cases by infection date,Likely decreasing
Resplendor,8,0,329,0,8,0,1,New confirmed cases by infection date,Unsure
Rio Brilhante,8,0,18,5,11,6,8,New confirmed cases by infection date,Unsure
Sabará,8,2,16,5,9,7,8,New confirmed cases by infection date,Likely decreasing
Salinas,8,0,18,4,10,4,7,New confirmed cases by infection date,Unsure
Santaluz,8,0,26,4,10,5,7,New confirmed cases by infection date,Unsure
Santo Antônio de Posse,8,1,20,4,9,6,7,New confirmed cases by infection date,Unsure
Simões Filho,8,4,13,6,9,7,8,New confirmed cases by infection date,Likely decreasing
São Domingos do Capim,8,0,60,1,9,3,5,New confirmed cases by infection date,Likely increasing
São Lourenço do Sul,8,3,15,5,9,6,7,New confirmed cases by infection date,Increasing
Tartarugalzinho,8,0,27,2,9,4,7,New confirmed cases by infection date,Unsure
Tramandaí,8,1,20,4,10,5,7,New confirmed cases by infection date,Unsure
Vargem Grande Paulista,8,1,18,5,9,7,8,New confirmed cases by infection date,Likely increasing
Vitória de Santo Antão,8,0,16,4,9,6,8,New confirmed cases by infection date,Likely decreasing
Almirante Tamandaré,7,3,12,6,8,6,7,New confirmed cases by infection date,Decreasing
Alta Floresta D'Oeste,7,3,11,5,8,7,8,New confirmed cases by infection date,Likely decreasing
Altamira,7,3,15,5,8,6,7,New confirmed cases by infection date,Decreasing
Anapu,7,0,21,3,9,3,5,New confirmed cases by infection date,Unsure
Aracati,7,0,15,4,9,6,9,New confirmed cases by infection date,Likely decreasing
Aragoiânia,7,0,14,4,8,5,6,New confirmed cases by infection date,Likely increasing
Açailândia,7,2,15,5,8,5,7,New confirmed cases by infection date,Unsure
Barcelos,7,0,17,3,9,4,6,New confirmed cases by infection date,Unsure
Barro Alto,7,0,24,3,8,5,6,New confirmed cases by infection date,Likely increasing
Barão de Cocais,7,1,16,4,9,6,7,New confirmed cases by infection date,Likely increasing
Bela Vista de Goiás,7,1,13,4,8,5,6,New confirmed cases by infection date,Unsure
Biguaçu,7,1,14,4,8,5,6,New confirmed cases by infection date,Decreasing
Buíque,7,1,14,4,8,5,6,New confirmed cases by infection date,Unsure
Camaragibe,7,1,14,5,9,6,8,New confirmed cases by infection date,Unsure
Campos Novos,7,0,23,0,7,0,2,New confirmed cases by infection date,Likely decreasing
Canela,7,1,14,3,8,5,7,New confirmed cases by infection date,Unsure
Cantá,7,2,14,4,8,6,7,New confirmed cases by infection date,Unsure
Catolé do Rocha,7,0,14,3,8,4,6,New confirmed cases by infection date,Unsure
Caçu,7,4,13,5,8,6,7,New confirmed cases by infection date,Increasing
Ceres,7,0,16,3,8,4,6,New confirmed cases by infection date,Unsure
Guarapari,7,0,154,0,7,0,1,New confirmed cases by infection date,Likely decreasing
Iracemápolis,7,0,39,0,7,0,2,New confirmed cases by infection date,Unsure
Iranduba,7,0,17,4,8,5,6,New confirmed cases by infection date,Unsure
Itapeva,7,0,21,3,9,4,6,New confirmed cases by infection date,Unsure
Itupiranga,7,0,21,3,7,3,5,New confirmed cases by infection date,Likely increasing
Jaboticabal,7,4,11,6,8,6,7,New confirmed cases by infection date,Unsure
Janaúba,7,0,14,4,8,5,7,New confirmed cases by infection date,Unsure
Lagoa da Confusão,7,0,20,3,8,4,6,New confirmed cases by infection date,Unsure
Manacapuru,7,2,13,5,9,6,7,New confirmed cases by infection date,Unsure
Marialva,7,3,14,5,8,5,7,New confirmed cases by infection date,Likely increasing
Mauriti,7,3,13,5,9,6,7,New confirmed cases by infection date,Unsure
Miracema do Tocantins,7,0,16,4,8,4,6,New confirmed cases by infection date,Unsure
Mossoró,7,1,18,4,9,4,6,New confirmed cases by infection date,Decreasing
Mucuri,7,1,14,4,9,6,8,New confirmed cases by infection date,Unsure
Nanuque,7,0,16,3,9,5,7,New confirmed cases by infection date,Likely decreasing
Nazaré,7,2,14,4,7,5,6,New confirmed cases by infection date,Unsure
Nilópolis,7,3,12,4,8,6,7,New confirmed cases by infection date,Unsure
Nova Andradina,7,0,18,3,8,5,6,New confirmed cases by infection date,Likely increasing
Nova Viçosa,7,0,17,4,9,5,6,New confirmed cases by infection date,Likely increasing
Oiapoque,7,0,12,3,8,6,8,New confirmed cases by infection date,Likely decreasing
Ourilândia do Norte,7,0,13,2,8,3,5,New confirmed cases by infection date,Decreasing
Paracambi,7,0,16,3,8,5,7,New confirmed cases by infection date,Likely increasing
Pará de Minas,7,2,16,5,9,5,7,New confirmed cases by infection date,Unsure
Pedreira,7,0,14,5,9,6,8,New confirmed cases by infection date,Unsure
Pinheiro,7,0,21,2,9,3,5,New confirmed cases by infection date,Unsure
Piúma,7,2,13,4,8,6,7,New confirmed cases by infection date,Unsure
Pomerode,7,0,16,4,9,6,7,New confirmed cases by infection date,Unsure
Pontalina,7,0,81,0,7,1,3,New confirmed cases by infection date,Likely increasing
Registro,7,1,13,4,9,5,7,New confirmed cases by infection date,Likely decreasing
Retirolândia,7,0,23,3,8,4,6,New confirmed cases by infection date,Likely increasing
Russas,7,3,11,5,8,6,7,New confirmed cases by infection date,Decreasing
Santa Maria de Jetibá,7,0,14,4,8,5,7,New confirmed cases by infection date,Unsure
Schroeder,7,1,16,4,8,4,6,New confirmed cases by infection date,Unsure
Senhor do Bonfim,7,0,14,3,8,4,6,New confirmed cases by infection date,Unsure
Serrinha,7,0,12,4,8,6,7,New confirmed cases by infection date,Likely decreasing
São Benedito,7,0,19,3,9,5,7,New confirmed cases by infection date,Unsure
São Bento do Tocantins,7,0,33,1,8,2,5,New confirmed cases by infection date,Unsure
São Félix do Xingu,7,2,13,4,8,5,6,New confirmed cases by infection date,Likely decreasing
São José do Egito,7,2,17,4,9,5,7,New confirmed cases by infection date,Likely increasing
São João del Rei,7,3,12,5,8,6,7,New confirmed cases by infection date,Likely increasing
São Luís Gonzaga do Maranhão,7,0,16,3,8,4,6,New confirmed cases by infection date,Likely increasing
São Raimundo das Mangabeiras,7,0,17,0,7,4,7,New confirmed cases by infection date,Decreasing
Tabira,7,2,13,5,8,6,7,New confirmed cases by infection date,Likely increasing
Tabuleiro do Norte,7,1,20,3,8,4,6,New confirmed cases by infection date,Unsure
Tefé,7,3,11,5,8,6,7,New confirmed cases by infection date,Likely decreasing
Tupã,7,1,12,5,9,6,7,New confirmed cases by infection date,Unsure
Vacaria,7,0,20,3,9,5,7,New confirmed cases by infection date,Unsure
Varjota,7,2,16,4,8,5,6,New confirmed cases by infection date,Unsure
Abadia de Goiás,6,2,10,4,7,5,6,New confirmed cases by infection date,Unsure
Abaetetuba,6,0,16,1,7,3,5,New confirmed cases by infection date,Likely decreasing
Afonso Cláudio,6,1,11,4,7,4,5,New confirmed cases by infection date,Unsure
Alenquer,6,0,16,0,6,0,2,New confirmed cases by infection date,Likely decreasing
Andradas,6,0,12,3,7,4,5,New confirmed cases by infection date,Unsure
Anicuns,6,2,12,5,7,5,6,New confirmed cases by infection date,Unsure
Aragarças,6,2,9,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Arujá,6,3,9,5,7,5,6,New confirmed cases by infection date,Decreasing
Avaré,6,2,11,4,7,5,6,New confirmed cases by infection date,Unsure
Babaçulândia,6,0,27,1,7,3,5,New confirmed cases by infection date,Likely increasing
Bacabal,6,2,10,4,7,5,6,New confirmed cases by infection date,Unsure
Barcarena,6,0,24,0,6,0,2,New confirmed cases by infection date,Likely decreasing
Belo Jardim,6,0,16,3,8,4,5,New confirmed cases by infection date,Likely decreasing
Bertioga,6,0,13,2,8,4,6,New confirmed cases by infection date,Likely decreasing
Cabedelo,6,0,10,4,8,5,6,New confirmed cases by infection date,Decreasing
Cametá,6,0,15,2,7,3,4,New confirmed cases by infection date,Unsure
Campo Maior,6,0,11,3,7,4,6,New confirmed cases by infection date,Likely decreasing
Capim Grosso,6,1,11,4,7,4,5,New confirmed cases by infection date,Likely decreasing
Carangola,6,0,15,2,6,4,5,New confirmed cases by infection date,Unsure
Cláudio,6,0,20,2,7,3,5,New confirmed cases by infection date,Likely increasing
Coruripe,6,3,11,5,8,5,6,New confirmed cases by infection date,Unsure
Cosmópolis,6,1,12,4,8,5,6,New confirmed cases by infection date,Likely decreasing
Formosa do Rio Preto,6,1,11,3,7,5,6,New confirmed cases by infection date,Likely increasing
Fortuna,6,2,10,5,8,6,7,New confirmed cases by infection date,Likely decreasing
Garça,6,0,11,3,7,4,5,New confirmed cases by infection date,Likely decreasing
Gravatal,6,0,17,2,7,4,6,New confirmed cases by infection date,Unsure
Guaporé,6,3,10,5,7,5,6,New confirmed cases by infection date,Unsure
Guaraci,6,2,12,4,8,4,5,New confirmed cases by infection date,Likely increasing
Guaxupé,6,3,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Ibicaraí,6,0,13,4,7,5,6,New confirmed cases by infection date,Unsure
Itapitanga,6,1,13,3,6,4,5,New confirmed cases by infection date,Unsure
Itaqui,6,0,15,3,8,4,5,New confirmed cases by infection date,Unsure
Iturama,6,0,14,2,7,3,5,New confirmed cases by infection date,Likely decreasing
Ivinhema,6,0,28,2,7,3,5,New confirmed cases by infection date,Likely increasing
Joaquim Gomes,6,0,14,3,7,4,5,New confirmed cases by infection date,Unsure
Ladário,6,2,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Lagarto,6,0,15,0,6,0,2,New confirmed cases by infection date,Decreasing
Lagoa da Prata,6,0,18,1,7,3,5,New confirmed cases by infection date,Unsure
Lins,6,1,13,3,7,3,5,New confirmed cases by infection date,Decreasing
Lábrea,6,0,11,4,8,5,6,New confirmed cases by infection date,Decreasing
Maracanaú,6,2,11,4,7,4,6,New confirmed cases by infection date,Decreasing
Maracás,6,2,11,4,7,6,6,New confirmed cases by infection date,Unsure
Maranguape,6,0,19,0,6,0,2,New confirmed cases by infection date,Likely decreasing
Marechal Deodoro,6,0,13,2,7,5,7,New confirmed cases by infection date,Likely decreasing
Matões,6,0,26,2,8,2,4,New confirmed cases by infection date,Likely increasing
Medianeira,6,2,11,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Miguelópolis,6,0,18,2,7,3,5,New confirmed cases by infection date,Unsure
Monte Mor,6,1,13,3,7,4,5,New confirmed cases by infection date,Decreasing
Naviraí,6,3,10,5,7,6,6,New confirmed cases by infection date,Likely decreasing
Nhamundá,6,1,14,3,7,4,5,New confirmed cases by infection date,Unsure
Nova Venécia,6,1,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Oeiras,6,4,9,5,7,5,6,New confirmed cases by infection date,Decreasing
Otacílio Costa,6,0,12,3,7,4,6,New confirmed cases by infection date,Unsure
Ouro Preto do Oeste,6,1,11,3,7,4,6,New confirmed cases by infection date,Likely decreasing
Ouroeste,6,0,22,2,7,3,5,New confirmed cases by infection date,Likely increasing
Padre Bernardo,6,0,16,3,7,4,6,New confirmed cases by infection date,Unsure
Palmital,6,2,13,4,7,6,7,New confirmed cases by infection date,Likely increasing
Pau Brasil,6,0,20,2,6,3,5,New confirmed cases by infection date,Likely increasing
Paulista,6,1,11,3,7,6,7,New confirmed cases by infection date,Likely decreasing
Pederneiras,6,0,11,4,7,4,5,New confirmed cases by infection date,Unsure
Pedro II,6,2,10,4,6,4,5,New confirmed cases by infection date,Likely increasing
Pesqueira,6,1,12,4,8,5,7,New confirmed cases by infection date,Likely decreasing
Riachão do Jacuípe,6,3,10,5,7,5,6,New confirmed cases by infection date,Likely increasing
Ribeira do Pombal,6,1,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Rio Bonito,6,0,15,1,7,2,4,New confirmed cases by infection date,Decreasing
Rio Negro,6,2,14,3,7,5,6,New confirmed cases by infection date,Unsure
Rorainópolis,6,2,10,5,7,5,6,New confirmed cases by infection date,Likely decreasing
Sangão,6,0,26,0,6,0,2,New confirmed cases by infection date,Unsure
Santa Cruz Cabrália,6,1,11,4,7,5,6,New confirmed cases by infection date,Unsure
Santa Cruz do Piauí,6,2,13,4,8,4,5,New confirmed cases by infection date,Unsure
Santa Fé do Sul,6,2,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Santa Rita,6,0,16,1,6,1,3,New confirmed cases by infection date,Decreasing
Santa Rita de Cássia,6,3,11,5,8,5,6,New confirmed cases by infection date,Likely increasing
Santana do Ipanema,6,2,9,4,6,5,6,New confirmed cases by infection date,Decreasing
Santana do Paraíso,6,1,15,4,8,4,6,New confirmed cases by infection date,Likely decreasing
Santo Antônio do Descoberto,6,0,12,4,8,4,5,New confirmed cases by infection date,Likely decreasing
Sapucaia,6,1,13,3,6,4,5,New confirmed cases by infection date,Unsure
Serrana,6,0,12,4,8,4,6,New confirmed cases by infection date,Likely decreasing
Sertanópolis,6,1,12,4,7,5,6,New confirmed cases by infection date,Likely increasing
São Francisco do Conde,6,1,11,4,7,5,6,New confirmed cases by infection date,Unsure
São José dos Basílios,6,0,15,2,7,3,4,New confirmed cases by infection date,Likely increasing
São Miguel do Oeste,6,0,14,4,8,5,6,New confirmed cases by infection date,Unsure
Tremembé,6,2,11,4,7,5,6,New confirmed cases by infection date,Likely increasing
Três de Maio,6,1,18,3,7,4,5,New confirmed cases by infection date,Likely increasing
Tupaciguara,6,0,19,2,8,3,5,New confirmed cases by infection date,Unsure
Uiramutã,6,0,12,3,7,4,5,New confirmed cases by infection date,Unsure
Umuarama,6,1,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Urussanga,6,3,10,5,7,6,7,New confirmed cases by infection date,Likely decreasing
Valença,6,3,10,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Visconde do Rio Branco,6,0,13,3,7,5,6,New confirmed cases by infection date,Unsure
Viçosa,6,2,12,4,7,4,5,New confirmed cases by infection date,Likely increasing
Viçosa do Ceará,6,0,12,3,7,4,6,New confirmed cases by infection date,Likely decreasing
Várzea Paulista,6,0,12,2,7,3,5,New confirmed cases by infection date,Likely decreasing
Agudos,5,1,7,3,5,4,5,New confirmed cases by infection date,Unsure
Alegrete,5,1,8,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Amaturá,5,0,26,0,5,1,2,New confirmed cases by infection date,Unsure
Astorga,5,2,9,3,5,4,4,New confirmed cases by infection date,Unsure
Barra Velha,5,0,13,3,7,4,5,New confirmed cases by infection date,Unsure
Barra do Piraí,5,0,10,3,6,3,4,New confirmed cases by infection date,Likely decreasing
Bezerros,5,2,8,4,6,5,5,New confirmed cases by infection date,Likely decreasing
Bocaiúva,5,0,18,2,6,2,4,New confirmed cases by infection date,Likely increasing
Bom Princípio,5,1,11,2,6,2,4,New confirmed cases by infection date,Likely increasing
Borda da Mata,5,2,10,4,6,4,5,New confirmed cases by infection date,Likely increasing
Buriticupu,5,0,13,2,6,3,4,New confirmed cases by infection date,Likely decreasing
Bálsamo,5,3,7,4,6,5,5,New confirmed cases by infection date,Unsure
Caatiba,5,0,15,2,5,2,3,New confirmed cases by infection date,Likely increasing
Caeté,5,1,8,3,5,3,4,New confirmed cases by infection date,Likely increasing
Cajuru,5,0,10,3,6,3,5,New confirmed cases by infection date,Unsure
Campo Magro,5,1,11,3,6,4,5,New confirmed cases by infection date,Unsure
Campo Mourão,5,1,10,3,6,3,4,New confirmed cases by infection date,Likely decreasing
Campos do Jordão,5,1,8,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Canoinhas,5,0,12,3,6,4,5,New confirmed cases by infection date,Unsure
Carlos Barbosa,5,0,10,3,6,4,5,New confirmed cases by infection date,Unsure
Casa Branca,5,2,9,3,6,4,5,New confirmed cases by infection date,Unsure
Casimiro de Abreu,5,0,18,1,5,2,3,New confirmed cases by infection date,Unsure
Caucaia,5,1,11,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Cedro,5,1,8,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Coari,5,0,11,3,6,4,5,New confirmed cases by infection date,Unsure
Cocalzinho de Goiás,5,0,13,3,7,4,5,New confirmed cases by infection date,Unsure
Conceição das Alagoas,5,1,10,3,5,4,5,New confirmed cases by infection date,Likely decreasing
Correntina,5,1,10,3,6,4,5,New confirmed cases by infection date,Unsure
Coxim,5,0,12,2,6,3,4,New confirmed cases by infection date,Unsure
Curitibanos,5,0,10,3,7,3,5,New confirmed cases by infection date,Unsure
Delta,5,0,16,2,6,3,4,New confirmed cases by infection date,Unsure
Descalvado,5,1,11,3,6,4,5,New confirmed cases by infection date,Unsure
Encantado,5,2,10,3,6,4,5,New confirmed cases by infection date,Unsure
Engenheiro Coelho,5,2,9,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Esperança,5,2,9,3,6,4,5,New confirmed cases by infection date,Likely increasing
Estrela d'Oeste,5,1,11,3,6,4,5,New confirmed cases by infection date,Unsure
Flores da Cunha,5,0,9,2,6,3,5,New confirmed cases by infection date,Unsure
Formiga,5,1,9,3,6,3,4,New confirmed cases by infection date,Unsure
Guarapuava,5,1,11,4,6,4,5,New confirmed cases by infection date,Unsure
Guariba,5,1,9,3,6,4,5,New confirmed cases by infection date,Decreasing
Herval d'Oeste,5,0,10,3,7,4,6,New confirmed cases by infection date,Likely decreasing
Holambra,5,1,9,3,6,4,5,New confirmed cases by infection date,Unsure
Ibirataia,5,0,9,3,7,4,5,New confirmed cases by infection date,Decreasing
Igarapava,5,1,10,3,6,4,5,New confirmed cases by infection date,Unsure
Ilha Solteira,5,2,8,4,6,4,5,New confirmed cases by infection date,Likely increasing
Ilhabela,5,0,16,0,5,2,3,New confirmed cases by infection date,Likely decreasing
Ipuã,5,1,9,3,6,4,5,New confirmed cases by infection date,Unsure
Itapecerica da Serra,5,3,7,4,5,5,5,New confirmed cases by infection date,Decreasing
Itaú de Minas,5,0,15,2,6,4,5,New confirmed cases by infection date,Likely increasing
Içara,5,0,18,0,5,1,2,New confirmed cases by infection date,Likely decreasing
Jaguaretama,5,0,11,3,6,4,6,New confirmed cases by infection date,Likely decreasing
Jaguaruna,5,0,22,0,5,0,2,New confirmed cases by infection date,Likely decreasing
Jataizinho,5,1,10,3,6,4,5,New confirmed cases by infection date,Unsure
Mafra,5,0,11,3,6,4,5,New confirmed cases by infection date,Unsure
Mamanguape,5,1,12,3,6,4,5,New confirmed cases by infection date,Likely decreasing
Milagres,5,1,10,3,6,4,5,New confirmed cases by infection date,Unsure
Monte Alegre,5,0,13,2,6,3,5,New confirmed cases by infection date,Unsure
Nonoai,5,0,9,3,6,3,4,New confirmed cases by infection date,Unsure
Nova Hartz,5,0,19,2,6,3,4,New confirmed cases by infection date,Unsure
Nova Petrópolis,5,0,14,2,6,2,4,New confirmed cases by infection date,Unsure
Orlândia,5,2,8,3,5,4,5,New confirmed cases by infection date,Likely decreasing
Orós,5,1,8,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Palotina,5,0,9,2,6,4,5,New confirmed cases by infection date,Likely decreasing
Paraíba do Sul,5,0,36,0,5,0,2,New confirmed cases by infection date,Unsure
Pariquera-Açu,5,1,11,3,6,4,5,New confirmed cases by infection date,Unsure
Parnarama,5,0,10,3,6,4,5,New confirmed cases by infection date,Unsure
Pato Branco,5,1,9,4,7,5,6,New confirmed cases by infection date,Likely decreasing
Peruíbe,5,0,8,3,6,4,5,New confirmed cases by infection date,Decreasing
Petrolândia,5,0,17,2,7,2,4,New confirmed cases by infection date,Unsure
Picuí,5,0,205,2,6,3,4,New confirmed cases by infection date,Increasing
Piedade,5,2,8,4,6,4,5,New confirmed cases by infection date,Unsure
Pindorama,5,1,10,3,6,4,5,New confirmed cases by infection date,Unsure
Piracuruca,5,0,11,3,6,3,4,New confirmed cases by infection date,Unsure
Pires do Rio,5,2,9,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Planalto,5,0,45,0,5,1,3,New confirmed cases by infection date,Unsure
Pontal,5,1,9,3,6,4,4,New confirmed cases by infection date,Decreasing
Porto Ferreira,5,2,9,3,5,3,4,New confirmed cases by infection date,Decreasing
Presidente Epitácio,5,0,10,3,6,4,5,New confirmed cases by infection date,Unsure
Rio Branco do Sul,5,2,9,4,6,5,5,New confirmed cases by infection date,Likely decreasing
Rio Negrinho,5,1,11,2,5,3,4,New confirmed cases by infection date,Likely decreasing
Rio Paranaíba,5,1,10,4,6,4,5,New confirmed cases by infection date,Unsure
Sales Oliveira,5,0,12,3,6,3,4,New confirmed cases by infection date,Unsure
Salto de Pirapora,5,1,8,4,6,4,5,New confirmed cases by infection date,Likely decreasing
Sant'Ana do Livramento,5,1,11,3,6,3,5,New confirmed cases by infection date,Unsure
Santa Cruz do Capibaribe,5,0,94,0,5,0,1,New confirmed cases by infection date,Unsure
Santa Isabel do Rio Negro,5,0,18,0,5,0,2,New confirmed cases by infection date,Likely decreasing
Santiago,5,0,23,0,5,0,2,New confirmed cases by infection date,Unsure
Santo Amaro da Imperatriz,5,0,9,3,8,0,1,New confirmed cases by infection date,Likely decreasing
Senador Pompeu,5,0,10,2,6,4,5,New confirmed cases by infection date,Unsure
Severínia,5,0,50,0,5,0,2,New confirmed cases by infection date,Likely decreasing
Sidrolândia,5,0,13,0,5,0,2,New confirmed cases by infection date,Decreasing
São Cristóvão,5,0,10,2,6,4,5,New confirmed cases by infection date,Likely decreasing
São Domingos,5,0,35,0,5,1,2,New confirmed cases by infection date,Likely increasing
São Joaquim,5,0,11,3,5,3,4,New confirmed cases by infection date,Unsure
São Joaquim da Barra,5,2,8,4,6,4,5,New confirmed cases by infection date,Decreasing
São José da Tapera,5,1,12,3,6,4,5,New confirmed cases by infection date,Likely decreasing
São Pedro,5,1,11,3,6,4,5,New confirmed cases by infection date,Unsure
São Pedro da Aldeia,5,0,11,3,6,3,5,New confirmed cases by infection date,Likely decreasing
